Time,NumberObject,TypeObject,Positions
2022-07-27 22:29:30.150175,1,person,"[(332.0, 172.0, 361.0, 225.0)]"
2022-07-27 22:29:30.150175,3,car,"[(395.0, 163.0, 504.0, 244.0), (240.0, 164.0, 282.0, 205.0), (217.0, 172.0, 253.0, 205.0)]"
2022-07-27 22:29:30.745069,1,car,"[(371.0, 172.0, 426.0, 219.0)]"
2022-07-27 22:29:30.745069,1,person,"[(325.0, 174.0, 342.0, 208.0)]"
2022-07-27 22:29:31.325976,2,car,"[(355.0, 172.0, 400.0, 208.0), (77.0, 172.0, 148.0, 229.0)]"
2022-07-27 22:29:31.325976,2,person,"[(150.0, 173.0, 176.0, 233.0), (189.0, 171.0, 216.0, 229.0)]"
2022-07-27 22:29:31.907420,4,car,"[(346.0, 174.0, 386.0, 201.0), (285.0, 174.0, 300.0, 192.0), (108.0, 175.0, 174.0, 223.0), (319.0, 176.0, 335.0, 188.0)]"
2022-07-27 22:29:31.907420,1,person,"[(219.0, 172.0, 241.0, 220.0)]"
2022-07-27 22:29:32.486417,4,car,"[(118.0, 181.0, 182.0, 219.0), (338.0, 177.0, 371.0, 198.0), (228.0, 173.0, 251.0, 195.0), (241.0, 173.0, 264.0, 196.0)]"
2022-07-27 22:29:32.486417,1,person,"[(214.0, 176.0, 230.0, 215.0)]"
2022-07-27 22:29:33.051905,5,car,"[(127.0, 182.0, 181.0, 218.0), (335.0, 175.0, 367.0, 196.0), (158.0, 174.0, 196.0, 210.0), (280.0, 176.0, 295.0, 190.0), (310.0, 176.0, 322.0, 187.0)]"
2022-07-27 22:29:33.051905,3,person,"[(91.0, 177.0, 108.0, 220.0), (487.0, 175.0, 502.0, 216.0), (223.0, 179.0, 239.0, 211.0)]"
2022-07-27 22:29:33.625374,2,car,"[(127.0, 182.0, 182.0, 217.0), (159.0, 173.0, 197.0, 210.0)]"
2022-07-27 22:29:33.625374,9,person,"[(92.0, 174.0, 106.0, 221.0), (32.0, 179.0, 47.0, 216.0), (0.0, 168.0, 14.0, 237.0), (50.0, 177.0, 77.0, 231.0), (333.0, 178.0, 344.0, 198.0), (17.0, 176.0, 36.0, 218.0), (106.0, 175.0, 126.0, 207.0), (491.0, 173.0, 508.0, 205.0), (235.0, 175.0, 263.0, 204.0)]"
2022-07-27 22:29:34.194848,11,person,"[(249.0, 169.0, 274.0, 227.0), (352.0, 174.0, 368.0, 209.0), (519.0, 174.0, 533.0, 207.0), (568.0, 169.0, 584.0, 211.0), (588.0, 160.0, 610.0, 216.0), (629.0, 166.0, 640.0, 214.0), (382.0, 174.0, 397.0, 196.0), (491.0, 174.0, 505.0, 206.0), (62.0, 178.0, 92.0, 269.0), (45.0, 179.0, 69.0, 244.0), (81.0, 174.0, 106.0, 232.0)]"
2022-07-27 22:29:34.194848,1,car,"[(121.0, 182.0, 169.0, 220.0)]"
