Time,NumberObject,TypeObject,Positions
2022-06-30 22:44:17.377049,10,license_plate,"[(692.0, 982.0, 853.0, 1284.0), (507.0, 541.0, 665.0, 831.0), (694.0, 675.0, 844.0, 961.0), (693.0, 28.0, 851.0, 308.0), (142.0, 398.0, 322.0, 722.0), (331.0, 323.0, 480.0, 604.0), (505.0, 852.0, 656.0, 1124.0), (3.0, 0.0, 166.0, 301.0), (335.0, 619.0, 475.0, 918.0), (504.0, 220.0, 668.0, 526.0)]"
