Time,NumberObject,TypeObject,Positions
2022-07-10 19:35:53.647462,5,license_plate,"[(457.0, 428.0, 474.0, 457.0), (432.0, 69.0, 451.0, 105.0), (566.0, 783.0, 595.0, 825.0), (341.0, 653.0, 354.0, 675.0), (325.0, 523.0, 335.0, 544.0)]"
