Time,NumberObject,TypeObject,Positions
2022-06-30 20:52:34.902490,3,head,"[(328.0, 334.0, 481.0, 471.0), (636.0, 404.0, 754.0, 539.0), (542.0, 206.0, 619.0, 289.0)]"
