Time,NumberObject,TypeObject
2022-04-20 22:59:36.331894,1,license_plate
2022-04-20 22:59:36.397560,1,license_plate
2022-04-20 22:59:36.491320,1,license_plate
2022-04-20 22:59:36.555984,1,license_plate
2022-04-20 22:59:36.649729,1,license_plate
2022-04-20 22:59:36.715085,1,license_plate
2022-04-20 22:59:36.807054,1,license_plate
2022-04-20 22:59:36.878370,1,license_plate
2022-04-20 22:59:36.956474,1,license_plate
2022-04-20 22:59:37.037779,1,license_plate
2022-04-20 22:59:37.104642,1,license_plate
2022-04-20 22:59:37.186175,1,license_plate
2022-04-20 22:59:37.279903,1,license_plate
2022-04-20 22:59:37.344575,1,license_plate
2022-04-20 22:59:37.438335,1,license_plate
2022-04-20 22:59:37.503115,1,license_plate
2022-04-20 22:59:37.568655,1,license_plate
2022-04-20 22:59:37.633453,1,license_plate
2022-04-20 22:59:37.711595,1,license_plate
2022-04-20 22:59:37.777279,1,license_plate
2022-04-20 22:59:37.842870,1,license_plate
2022-04-20 22:59:37.908455,1,license_plate
2022-04-20 22:59:37.973173,1,license_plate
2022-04-20 22:59:38.068059,1,license_plate
2022-04-20 22:59:38.133930,1,license_plate
2022-04-20 22:59:38.196447,1,license_plate
2022-04-20 22:59:38.276887,1,license_plate
2022-04-20 22:59:38.355026,1,license_plate
2022-04-20 22:59:38.435880,1,license_plate
2022-04-20 22:59:38.513986,1,license_plate
2022-04-20 22:59:38.595534,1,license_plate
2022-04-20 22:59:38.661285,1,license_plate
2022-04-20 22:59:38.726865,1,license_plate
2022-04-20 22:59:38.791744,1,license_plate
2022-04-20 22:59:38.869883,1,license_plate
2022-04-20 22:59:38.935647,1,license_plate
2022-04-20 22:59:39.000336,1,license_plate
2022-04-20 22:59:39.066037,1,license_plate
2022-04-20 22:59:39.152597,1,license_plate
2022-04-20 22:59:39.218326,1,license_plate
2022-04-20 22:59:39.296433,1,license_plate
2022-04-20 22:59:39.377762,1,license_plate
2022-04-20 22:59:39.459081,1,license_plate
2022-04-20 22:59:39.521598,1,license_plate
2022-04-20 22:59:39.602904,1,license_plate
2022-04-20 22:59:39.668762,1,license_plate
2022-04-20 22:59:39.734464,1,license_plate
2022-04-20 22:59:39.796985,1,license_plate
2022-04-20 22:59:39.878463,1,license_plate
2022-04-20 22:59:39.972215,1,license_plate
2022-04-20 22:59:40.036940,1,license_plate
2022-04-20 22:59:40.116188,1,license_plate
2022-04-20 22:59:40.197433,1,license_plate
2022-04-20 22:59:40.291162,1,license_plate
2022-04-20 22:59:40.356850,1,license_plate
2022-04-20 22:59:40.438093,1,license_plate
2022-04-20 22:59:40.502660,1,license_plate
2022-04-20 22:59:40.568400,1,license_plate
2022-04-20 22:59:40.630917,1,license_plate
2022-04-20 22:59:40.711951,1,license_plate
2022-04-20 22:59:40.776849,1,license_plate
2022-04-20 22:59:40.854956,1,license_plate
2022-04-20 22:59:40.935285,1,license_plate
2022-04-20 22:59:41.016609,1,license_plate
2022-04-20 22:59:41.096001,1,license_plate
2022-04-20 22:59:41.174078,1,license_plate
2022-04-20 22:59:41.254546,1,license_plate
2022-04-20 22:59:41.348308,1,license_plate
2022-04-20 22:59:41.414020,1,license_plate
2022-04-20 22:59:41.492160,1,license_plate
2022-04-20 22:59:41.572563,1,license_plate
2022-04-20 22:59:41.666292,1,license_plate
2022-04-20 22:59:41.731607,1,license_plate
2022-04-20 22:59:41.809825,1,license_plate
2022-04-20 22:59:41.892406,1,license_plate
2022-04-20 22:59:41.958100,1,license_plate
2022-04-20 22:59:42.021835,1,license_plate
2022-04-20 22:59:42.103252,1,license_plate
2022-04-20 22:59:42.181390,1,license_plate
2022-04-20 22:59:42.261706,1,license_plate
2022-04-20 22:59:42.339844,1,license_plate
2022-04-20 22:59:42.421118,1,license_plate
2022-04-20 22:59:42.486198,1,license_plate
2022-04-20 22:59:42.550863,1,license_plate
2022-04-20 22:59:42.615561,1,license_plate
2022-04-20 22:59:42.693703,1,license_plate
2022-04-20 22:59:42.773938,1,license_plate
2022-04-20 22:59:42.852081,1,license_plate
2022-04-20 22:59:42.932473,1,license_plate
2022-04-20 22:59:43.255050,1,license_plate
2022-04-20 22:59:43.336412,1,license_plate
2022-04-20 22:59:43.495870,1,license_plate
2022-04-20 22:59:43.589598,1,license_plate
2022-04-20 22:59:43.655373,1,license_plate
2022-04-20 22:59:43.733511,1,license_plate
2022-04-20 22:59:43.813909,1,license_plate
2022-04-20 22:59:43.907662,1,license_plate
2022-04-20 22:59:43.973288,1,license_plate
2022-04-20 22:59:44.067041,1,license_plate
2022-04-20 22:59:44.135125,1,license_plate
2022-04-20 22:59:44.216842,1,license_plate
2022-04-20 22:59:44.294980,1,license_plate
2022-04-20 22:59:44.375255,1,license_plate
2022-04-20 22:59:44.455485,1,license_plate
2022-04-20 22:59:44.536801,1,license_plate
2022-04-20 22:59:44.630523,1,license_plate
2022-04-20 22:59:44.696253,1,license_plate
2022-04-20 22:59:44.774391,1,license_plate
2022-04-20 22:59:44.855668,1,license_plate
2022-04-20 22:59:44.933805,1,license_plate
2022-04-20 22:59:45.014232,1,license_plate
2022-04-20 22:59:45.093532,1,license_plate
2022-04-20 22:59:45.173833,1,license_plate
2022-04-20 22:59:45.254201,1,license_plate
2022-04-20 22:59:45.332339,1,license_plate
2022-04-20 22:59:45.412632,1,license_plate
2022-04-20 22:59:45.490739,1,license_plate
2022-04-20 22:59:45.571096,1,license_plate
2022-04-20 22:59:45.649234,1,license_plate
2022-04-20 22:59:45.729541,1,license_plate
2022-04-20 22:59:45.807680,1,license_plate
2022-04-20 22:59:45.888004,1,license_plate
2022-04-20 22:59:45.966109,1,license_plate
2022-04-20 22:59:46.047689,1,license_plate
2022-04-20 22:59:46.130410,1,license_plate
2022-04-20 22:59:46.224163,1,license_plate
2022-04-20 22:59:46.289904,1,license_plate
2022-04-20 22:59:46.368043,1,license_plate
2022-04-20 22:59:46.448326,1,license_plate
2022-04-20 22:59:46.528702,1,license_plate
2022-04-20 22:59:46.622430,1,license_plate
2022-04-20 22:59:46.686900,1,license_plate
2022-04-20 22:59:46.766860,1,license_plate
2022-04-20 22:59:46.851699,1,license_plate
2022-04-20 22:59:46.916362,1,license_plate
2022-04-20 22:59:46.994504,1,license_plate
2022-04-20 22:59:47.060093,1,license_plate
2022-04-20 22:59:47.142680,1,license_plate
2022-04-20 22:59:47.223932,1,license_plate
2022-04-20 22:59:47.317661,1,license_plate
2022-04-20 22:59:47.383335,1,license_plate
2022-04-20 22:59:47.461477,1,license_plate
2022-04-20 22:59:47.526162,1,license_plate
2022-04-20 22:59:47.619922,1,license_plate
2022-04-20 22:59:47.685605,1,license_plate
2022-04-20 22:59:47.751906,1,license_plate
2022-04-20 22:59:47.817599,1,license_plate
2022-04-20 22:59:47.882252,1,license_plate
2022-04-20 22:59:47.946958,1,license_plate
2022-04-20 22:59:48.025064,1,license_plate
2022-04-20 22:59:48.106583,1,license_plate
2022-04-20 22:59:48.200343,1,license_plate
2022-04-20 22:59:48.265110,1,license_plate
2022-04-20 22:59:48.345647,1,license_plate
2022-04-20 22:59:48.411258,1,license_plate
2022-04-20 22:59:48.475891,1,license_plate
2022-04-20 22:59:48.540636,1,license_plate
2022-04-20 22:59:48.618743,1,license_plate
2022-04-20 22:59:48.699117,1,license_plate
2022-04-20 22:59:48.777247,1,license_plate
2022-04-20 22:59:48.842869,1,license_plate
2022-04-20 22:59:48.921005,1,license_plate
2022-04-20 22:59:49.001325,1,license_plate
2022-04-20 22:59:49.095417,1,license_plate
2022-04-20 22:59:49.153728,1,license_plate
2022-04-20 22:59:49.218592,1,license_plate
2022-04-20 22:59:49.299806,1,license_plate
2022-04-20 22:59:49.377911,1,license_plate
2022-04-20 22:59:49.442616,1,license_plate
2022-04-20 22:59:49.510300,1,license_plate
2022-04-20 22:59:49.578027,1,license_plate
2022-04-20 22:59:49.671759,1,license_plate
2022-04-20 22:59:49.736449,1,license_plate
2022-04-20 22:59:49.814588,1,license_plate
2022-04-20 22:59:49.894864,1,license_plate
2022-04-20 22:59:49.960724,1,license_plate
2022-04-20 22:59:50.026629,1,license_plate
2022-04-20 22:59:50.093460,1,license_plate
2022-04-20 22:59:50.158136,1,license_plate
2022-04-20 22:59:50.238872,1,license_plate
2022-04-20 22:59:50.317013,1,license_plate
2022-04-20 22:59:50.398169,1,license_plate
2022-04-20 22:59:50.460687,1,license_plate
2022-04-20 22:59:50.540870,1,license_plate
2022-04-20 22:59:50.621109,1,license_plate
2022-04-20 22:59:50.714837,1,license_plate
2022-04-20 22:59:50.779659,1,license_plate
2022-04-20 22:59:50.859954,1,license_plate
2022-04-20 22:59:50.940301,1,license_plate
2022-04-20 22:59:51.018441,1,license_plate
2022-04-20 22:59:51.100924,1,license_plate
2022-04-20 22:59:51.179065,1,license_plate
2022-04-20 22:59:51.259347,1,license_plate
2022-04-20 22:59:51.337486,1,license_plate
2022-04-20 22:59:51.417845,1,license_plate
2022-04-20 22:59:51.495952,1,license_plate
2022-04-20 22:59:51.576367,1,license_plate
2022-04-20 22:59:51.654475,1,license_plate
2022-04-20 22:59:51.719836,1,license_plate
2022-04-20 22:59:51.800805,1,license_plate
2022-04-20 22:59:51.892239,1,license_plate
2022-04-20 22:59:51.970346,1,license_plate
2022-04-20 22:59:52.050704,1,license_plate
2022-04-20 22:59:52.132350,1,license_plate
2022-04-20 22:59:52.212658,1,license_plate
2022-04-20 22:59:52.292963,1,license_plate
2022-04-20 22:59:52.371085,1,license_plate
2022-04-20 22:59:52.451338,1,license_plate
2022-04-20 22:59:52.529476,1,license_plate
2022-04-20 22:59:52.609734,1,license_plate
2022-04-20 22:59:52.687875,1,license_plate
2022-04-20 22:59:52.769311,1,license_plate
2022-04-20 22:59:52.835034,1,license_plate
2022-04-20 22:59:52.915317,1,license_plate
2022-04-20 22:59:52.993455,1,license_plate
2022-04-20 22:59:53.073737,1,license_plate
2022-04-20 22:59:53.153013,1,license_plate
2022-04-20 22:59:53.234284,1,license_plate
2022-04-20 22:59:53.296804,1,license_plate
2022-04-20 22:59:53.377953,1,license_plate
2022-04-20 22:59:53.442582,1,license_plate
2022-04-20 22:59:53.508123,1,license_plate
2022-04-20 22:59:53.586261,1,license_plate
2022-04-20 22:59:53.666493,1,license_plate
2022-04-20 22:59:53.746823,1,license_plate
2022-04-20 22:59:53.824962,1,license_plate
2022-04-20 22:59:53.905227,1,license_plate
2022-04-20 22:59:53.984503,1,license_plate
2022-04-20 22:59:54.064647,1,license_plate
2022-04-20 22:59:54.152265,1,license_plate
2022-04-20 22:59:54.218005,1,license_plate
2022-04-20 22:59:54.298293,1,license_plate
2022-04-20 22:59:54.378031,1,license_plate
2022-04-20 22:59:54.444852,1,license_plate
2022-04-20 22:59:54.506104,1,license_plate
2022-04-20 22:59:54.570880,1,license_plate
2022-04-20 22:59:54.651189,1,license_plate
2022-04-20 22:59:54.731593,1,license_plate
2022-04-20 22:59:54.812918,1,license_plate
2022-04-20 22:59:54.877424,1,license_plate
2022-04-20 22:59:54.971183,1,license_plate
2022-04-20 22:59:55.035954,1,license_plate
2022-04-20 22:59:55.118475,1,license_plate
2022-04-20 22:59:55.196612,1,license_plate
2022-04-20 22:59:55.278098,1,license_plate
2022-04-20 22:59:55.344098,1,license_plate
2022-04-20 22:59:55.408618,1,license_plate
2022-04-20 22:59:55.474195,1,license_plate
2022-04-20 22:59:55.552337,1,license_plate
2022-04-20 22:59:55.632638,1,license_plate
2022-04-20 22:59:55.713966,1,license_plate
2022-04-20 22:59:55.792073,1,license_plate
2022-04-20 22:59:55.873515,1,license_plate
2022-04-20 22:59:55.951621,1,license_plate
2022-04-20 22:59:56.032883,1,license_plate
2022-04-20 22:59:56.114360,1,license_plate
2022-04-20 22:59:56.192467,1,license_plate
2022-04-20 22:59:56.273683,1,license_plate
2022-04-20 22:59:56.352912,1,license_plate
2022-04-20 22:59:56.420827,1,license_plate
2022-04-20 22:59:56.498967,1,license_plate
2022-04-20 22:59:56.580173,1,license_plate
2022-04-20 22:59:56.673934,1,license_plate
2022-04-20 22:59:56.738521,1,license_plate
2022-04-20 22:59:56.819669,1,license_plate
2022-04-20 22:59:56.887309,1,license_plate
2022-04-20 22:59:56.952020,1,license_plate
2022-04-20 22:59:57.030127,1,license_plate
2022-04-20 22:59:57.110664,1,license_plate
2022-04-20 22:59:57.177554,1,license_plate
2022-04-20 22:59:57.242180,1,license_plate
2022-04-20 22:59:57.307932,1,license_plate
2022-04-20 22:59:57.386069,1,license_plate
2022-04-20 22:59:57.467347,1,license_plate
2022-04-20 22:59:57.547624,1,license_plate
2022-04-20 22:59:57.628905,1,license_plate
2022-04-20 22:59:57.707012,1,license_plate
2022-04-20 22:59:57.787584,1,license_plate
2022-04-20 22:59:57.865691,1,license_plate
2022-04-20 22:59:57.947084,1,license_plate
2022-04-20 22:59:58.028744,1,license_plate
2022-04-20 22:59:58.108233,1,license_plate
2022-04-20 22:59:58.189598,1,license_plate
2022-04-20 22:59:58.267737,1,license_plate
2022-04-20 22:59:58.349020,1,license_plate
2022-04-20 22:59:58.427155,1,license_plate
2022-04-20 22:59:58.507453,1,license_plate
2022-04-20 22:59:58.587759,2,license_plate
2022-04-20 22:59:58.665898,2,license_plate
2022-04-20 22:59:58.746193,1,license_plate
2022-04-20 22:59:58.824300,2,license_plate
2022-04-20 22:59:58.904683,2,license_plate
2022-04-20 22:59:58.984975,2,license_plate
2022-04-20 22:59:59.079734,1,license_plate
2022-04-20 22:59:59.139191,2,license_plate
2022-04-20 22:59:59.220533,2,license_plate
2022-04-20 22:59:59.300884,2,license_plate
2022-04-20 22:59:59.379023,2,license_plate
2022-04-20 22:59:59.461317,2,license_plate
2022-04-20 22:59:59.526149,2,license_plate
2022-04-20 22:59:59.604284,2,license_plate
2022-04-20 22:59:59.684683,1,license_plate
2022-04-20 22:59:59.778411,1,license_plate
2022-04-20 22:59:59.843031,1,license_plate
2022-04-20 22:59:59.907646,2,license_plate
2022-04-20 22:59:59.972300,1,license_plate
2022-04-20 23:00:00.066064,2,license_plate
2022-04-20 23:00:00.148292,2,license_plate
2022-04-20 23:00:00.241985,2,license_plate
2022-04-20 23:00:00.306583,2,license_plate
2022-04-20 23:00:00.385838,2,license_plate
2022-04-20 23:00:00.454076,2,license_plate
2022-04-20 23:00:00.518715,2,license_plate
2022-04-20 23:00:00.598974,2,license_plate
2022-04-20 23:00:00.679247,2,license_plate
2022-04-20 23:00:00.759536,2,license_plate
2022-04-20 23:00:00.839848,2,license_plate
2022-04-20 23:00:00.917988,2,license_plate
2022-04-20 23:00:00.998204,2,license_plate
2022-04-20 23:00:01.077468,2,license_plate
2022-04-20 23:00:01.158021,2,license_plate
2022-04-20 23:00:01.239343,2,license_plate
2022-04-20 23:00:01.317484,2,license_plate
2022-04-20 23:00:01.397719,2,license_plate
2022-04-20 23:00:01.478059,2,license_plate
2022-04-20 23:00:01.556204,2,license_plate
2022-04-20 23:00:01.636436,1,license_plate
2022-04-20 23:00:01.732984,2,license_plate
2022-04-20 23:00:01.798436,1,license_plate
2022-04-20 23:00:01.887409,2,license_plate
2022-04-20 23:00:01.952026,2,license_plate
2022-04-20 23:00:02.033537,1,license_plate
2022-04-20 23:00:02.115091,1,license_plate
2022-04-20 23:00:02.193199,2,license_plate
2022-04-20 23:00:02.274427,2,license_plate
2022-04-20 23:00:02.354749,2,license_plate
2022-04-20 23:00:02.434990,2,license_plate
2022-04-20 23:00:02.515209,1,license_plate
2022-04-20 23:00:02.606491,1,license_plate
2022-04-20 23:00:02.671142,1,license_plate
2022-04-20 23:00:02.764871,1,license_plate
2022-04-20 23:00:02.829464,1,license_plate
2022-04-20 23:00:02.923193,1,license_plate
2022-04-20 23:00:02.988853,1,license_plate
2022-04-20 23:00:03.083692,1,license_plate
2022-04-20 23:00:03.148376,1,license_plate
2022-04-20 23:00:03.228680,1,license_plate
2022-04-20 23:00:03.512968,1,license_plate
2022-04-20 23:00:03.608943,1,license_plate
2022-04-20 23:00:03.689138,1,license_plate
2022-04-20 23:00:03.769566,1,license_plate
2022-04-20 23:00:03.835257,1,license_plate
2022-04-20 23:00:03.915469,1,license_plate
2022-04-20 23:00:03.980179,1,license_plate
2022-04-20 23:00:04.060477,1,license_plate
2022-04-20 23:00:04.152353,1,license_plate
2022-04-20 23:00:04.218309,1,license_plate
2022-04-20 23:00:04.299607,1,license_plate
2022-04-20 23:00:04.380076,1,license_plate
2022-04-20 23:00:04.461410,1,license_plate
2022-04-20 23:00:04.542702,1,license_plate
2022-04-20 23:00:04.623984,1,license_plate
2022-04-20 23:00:04.702126,1,license_plate
2022-04-20 23:00:04.768239,1,license_plate
2022-04-20 23:00:04.846379,1,license_plate
2022-04-20 23:00:04.926624,1,license_plate
2022-04-20 23:00:05.020387,1,license_plate
2022-04-20 23:00:05.085076,1,license_plate
2022-04-20 23:00:05.166417,1,license_plate
2022-04-20 23:00:05.247647,1,license_plate
2022-04-20 23:00:05.325782,1,license_plate
2022-04-20 23:00:05.406293,1,license_plate
2022-04-20 23:00:05.486583,1,license_plate
2022-04-20 23:00:05.551315,1,license_plate
2022-04-20 23:00:05.631672,1,license_plate
2022-04-20 23:00:05.711899,1,license_plate
2022-04-20 23:00:05.777822,1,license_plate
2022-04-20 23:00:05.855958,1,license_plate
2022-04-20 23:00:05.936344,1,license_plate
2022-04-20 23:00:06.002177,1,license_plate
2022-04-20 23:00:06.081551,1,license_plate
2022-04-20 23:00:06.162861,1,license_plate
2022-04-20 23:00:06.244179,1,license_plate
2022-04-20 23:00:06.324689,1,license_plate
2022-04-20 23:00:06.405017,1,license_plate
2022-04-20 23:00:06.498749,1,license_plate
2022-04-20 23:00:06.563434,1,license_plate
2022-04-20 23:00:06.643795,1,license_plate
2022-04-20 23:00:06.723840,1,license_plate
2022-04-20 23:00:06.803826,1,license_plate
2022-04-20 23:00:06.896029,1,license_plate
2022-04-20 23:00:06.974135,1,license_plate
2022-04-20 23:00:07.055352,1,license_plate
2022-04-20 23:00:07.137751,1,license_plate
2022-04-20 23:00:07.215859,1,license_plate
2022-04-20 23:00:07.297001,1,license_plate
2022-04-20 23:00:07.378167,1,license_plate
2022-04-20 23:00:07.471896,1,license_plate
2022-04-20 23:00:07.537546,1,license_plate
2022-04-20 23:00:07.615654,1,license_plate
2022-04-20 23:00:07.696883,1,license_plate
2022-04-20 23:00:07.790611,1,license_plate
2022-04-20 23:00:07.856763,1,license_plate
2022-04-20 23:00:07.950496,1,license_plate
2022-04-20 23:00:08.015195,1,license_plate
2022-04-20 23:00:08.096690,1,license_plate
2022-04-20 23:00:08.174798,1,license_plate
2022-04-20 23:00:08.256069,1,license_plate
2022-04-20 23:00:08.334176,1,license_plate
2022-04-20 23:00:08.415351,1,license_plate
2022-04-20 23:00:08.493458,1,license_plate
2022-04-20 23:00:08.559037,1,license_plate
2022-04-20 23:00:08.624568,1,license_plate
2022-04-20 23:00:08.705782,1,license_plate
2022-04-20 23:00:08.799511,1,license_plate
2022-04-20 23:00:08.865086,1,license_plate
2022-04-20 23:00:09.230115,1,license_plate
2022-04-20 23:00:09.311339,1,license_plate
2022-04-20 23:00:09.377017,1,license_plate
2022-04-20 23:00:09.460249,1,license_plate
2022-04-20 23:00:09.541591,1,license_plate
2022-04-20 23:00:09.622783,1,license_plate
2022-04-20 23:00:09.700890,1,license_plate
2022-04-20 23:00:09.782340,1,license_plate
2022-04-20 23:00:09.860448,1,license_plate
2022-04-20 23:00:09.941610,1,license_plate
2022-04-20 23:00:10.023954,1,license_plate
2022-04-20 23:00:10.103185,1,license_plate
2022-04-20 23:00:10.168790,1,license_plate
2022-04-20 23:00:10.250076,1,license_plate
2022-04-20 23:00:10.331240,1,license_plate
2022-04-20 23:00:10.409348,1,license_plate
2022-04-20 23:00:10.490510,1,license_plate
2022-04-20 23:00:10.571647,1,license_plate
2022-04-20 23:00:10.665375,1,license_plate
2022-04-20 23:00:10.730923,1,license_plate
2022-04-20 23:00:10.824652,1,license_plate
2022-04-20 23:00:10.890422,1,license_plate
2022-04-20 23:00:10.968530,1,license_plate
2022-04-20 23:00:11.049796,1,license_plate
2022-04-20 23:00:11.132149,1,license_plate
2022-04-20 23:00:11.210257,1,license_plate
2022-04-20 23:00:11.291421,1,license_plate
2022-04-20 23:00:11.372581,1,license_plate
2022-04-20 23:00:11.453895,1,license_plate
2022-04-20 23:00:11.535129,1,license_plate
2022-04-20 23:00:11.616312,1,license_plate
2022-04-20 23:00:11.697458,1,license_plate
2022-04-20 23:00:11.778987,1,license_plate
2022-04-20 23:00:11.873271,1,license_plate
2022-04-20 23:00:11.939112,1,license_plate
